Dialogue ID,Chapter ID,Dialogue,Character Name,Character ID,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Place ID,Place Name,Place Category
4773,161,We've got Fainting Fancy...,George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4774,161,Nosebleed Nougats...,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4775,161,And just in time for school...,George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4776,161,Puking Pastilles!,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4777,161,"Into the cauldron, handsome.",Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4778,161,"Into the cauldron, handsome.",George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4779,161,"What'd you think, Harry?",Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4780,161,Amazing.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,6,Weasleys' Wizard Wheezes,Diagon Alley
4781,161,"Pocket that and you'll pay in more than Galleons, my friend.",George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4782,161,We've got eyes in the back of our heads.,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4783,161,Bloody urchins.,George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4784,161,Peruvian Instant Darkness Powder?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,6,Weasleys' Wizard Wheezes,Diagon Alley
4785,161,A real money spinner that.,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4786,161,"Handy if you need to make a quick escape.  Hello, ladies!",Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4787,161,"Yes, they do really work.",George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4788,161,"Then again, the way we hear it, sis, you're doing just fine on your own.",Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4789,161,Meaning?,Ginny Weasley,20,Human,Female,Gryffindor,Horse,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4790,161,Are you not currently dating Dean Thomas?,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4791,161,None of your business.,Ginny Weasley,20,Human,Female,Gryffindor,Horse,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4792,161,These are adorable.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,6,Weasleys' Wizard Wheezes,Diagon Alley
4793,161,Aren't they now.  Pygmy Puffs. Can't breed them fast enough.,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4794,161,How much for this?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4795,161,Five Galleons.,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4796,161,Five Galleons.,George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4797,161,How much for me?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4798,161,Five Galleons.,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4799,161,Five Galleons.,George Weasley,19,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4800,161,But I'm your brother!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4801,161,Ten Galleons.,Fred Weasley,14,Human,Male,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4802,161,C'mon. Let's go.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4803,161,"Hi, Ron.",Lavender Brown,65,Human,Female,Gryffindor,,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4804,161,Hi.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4805,161,How is it Fred and George are doing it?  Half the alley's closed down.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,6,Weasleys' Wizard Wheezes,Diagon Alley
4806,161,Fred reckons people need a laugh these days.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4807,161,Reckon he's right...,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,6,Weasleys' Wizard Wheezes,Diagon Alley
4808,161,Oh no.  Look.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,6,Weasleys' Wizard Wheezes,Diagon Alley
4809,161,But everyone got their wands from Ollivander.  Young.  Old...,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,6,Weasleys' Wizard Wheezes,Diagon Alley
4810,161,Good.  Bad.  Speaking of which...,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,6,Weasleys' Wizard Wheezes,Diagon Alley
4811,161,Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4812,161,What're they playing at?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4813,161,Dunno.  Let's get closer.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,6,Weasleys' Wizard Wheezes,Diagon Alley
4814,161,Hey.  Where's Hermione?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4815,161,"Harry, where is she?",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4816,161,I don't know.  I'm turned around.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,6,Weasleys' Wizard Wheezes,Diagon Alley
4817,161,Bloody hell.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,6,Weasleys' Wizard Wheezes,Diagon Alley
4818,161,Sorry.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,6,Weasleys' Wizard Wheezes,Diagon Alley
4819,161,What just happened?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,6,Weasleys' Wizard Wheezes,Diagon Alley
4820,161,I don't know.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,6,Weasleys' Wizard Wheezes,Diagon Alley
4821,161,Quibbler...?  Quibbler...?,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4822,161,There's an article on Wrackspurts this month.  Quibbler...?,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4823,161,"He's lovely.  They've been known to sing on Boxing Day, you know. Quibbler?",Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4824,161,Please.  What's a Wrackspurt?,Ginny Weasley,20,Human,Female,Gryffindor,Horse,,,42,Hogwarts Express,Hogwarts
4825,161,They're invisible creatures that float in through your ears and make your brain go fuzzy. Quibbler?  Quibbler?,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4826,161,"Don't you see, it was a ceremony. An initiation.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4827,161,"Stop, Harry, I know where you're going with this --",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,42,Hogwarts Express,Hogwarts
4828,161,It's happened.  He's one of them.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4829,161,One of what?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,42,Hogwarts Express,Hogwarts
4830,161,Harry is under the impression that Draco Malfoy is now a Death Eater.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,42,Hogwarts Express,Hogwarts
4831,161,You're barking.  What would You- Know-Who want with a sod like Malfoy?,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,42,Hogwarts Express,Hogwarts
4832,161,So what's he doing in Borgin and Burke's?  Browsing for furniture?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4833,161,It's a creepy shop.  He's a creepy bloke.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,42,Hogwarts Express,Hogwarts
4834,161,"Look.  His father's a Death Eater. It only makes sense.  Besides, Hermione saw it.  With her own eyes.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4835,161,I told you.  I don't know what I saw.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,42,Hogwarts Express,Hogwarts
4836,161,I need some air.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4837,162,What just happened?  Blaise?,Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4838,162,Don't know.,Blaise Zabini,105,Human,Male,Slytherin,,,,42,Hogwarts Express,Hogwarts
4839,162,"Relax, boys.  The lights went out is all.  Come, Draco.  We'll be at Hogwarts before you know it.",Pansy Parkinson,91,Human,Female,Slytherin,,,,42,Hogwarts Express,Hogwarts
4840,162,Hogwarts.  What a pathetic excuse for a school.  I think I'd pitch myself off the Astronomy Tower if I thought I had to continue on for another two years.,Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4841,162,What's that supposed to mean?,Pansy Parkinson,91,Human,Female,Slytherin,,,,42,Hogwarts Express,Hogwarts
4842,162,Let's just say I don't think you'll be seeing me wasting my time in Charms Class next year.,Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4843,162,"Amused, Blaise?  We'll see just who's laughing in the end.",Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4844,162,Where's Harry?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,42,Hogwarts Express,Hogwarts
4845,162,Probably on the platform.  C'mon.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,42,Hogwarts Express,Hogwarts
4846,162,You two go on.  I want to check something.,Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4847,162,"Didn't mummy ever tell you it's bad manners to eavesdrop, Potter? Petrificus Totalus!",Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4848,162,"Oh, right, she was dead before you could wipe the drool off your chin.",Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4849,162,Enjoy the ride back to London.,Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4850,162,"Hello, Harry.",Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4851,162,Luna.  How'd you...?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4852,162,Wrackspurts. Your head's full of them.,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4853,162,"Sorry I made you miss the carriages, Luna.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4854,162,It's alright.  I enjoyed our walk. It was like being with a friend.,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4855,162,"I am your friend, Luna.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4856,162,That's nice.,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4857,162,About time!  I've been looking all over for you two.  Names.,Filius Flitwick,59,Human (Part-Goblin),Male,Ravenclaw,,,,42,Hogwarts Express,Hogwarts
4858,162,"Professor Flitwick, you've known me for five years.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4859,162,"No exceptions, Potter.",Filius Flitwick,59,Human (Part-Goblin),Male,Ravenclaw,,,,42,Hogwarts Express,Hogwarts
4860,162,Who are those people?,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4861,162,Aurors. For security.,Filius Flitwick,59,Human (Part-Goblin),Male,Ravenclaw,,,,42,Hogwarts Express,Hogwarts
4862,162,"It's a not a cane, you cretin. It's a walking stick.",Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4863,162,And what exactly would you be wanting with a walking stick?,Argus Filch,35,Human,Male,,,,,42,Hogwarts Express,Hogwarts
4864,162,It was his father's.,Severus Snape,6,Human,Male,Slytherin,Doe,,,42,Hogwarts Express,Hogwarts
4865,162,Is my father's.  He's not dead.,Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4866,162,"It's alright, Mr. Filch.  I can vouch for Mr. Malfoy.",Severus Snape,6,Human,Male,Slytherin,Doe,,,42,Hogwarts Express,Hogwarts
4867,162,"Nice face, Potter.",Draco Malfoy,12,Human,Male,Slytherin,,Hawthorn,Unicorn Hair,42,Hogwarts Express,Hogwarts
4868,162,Would you like me to fix it? Personally I think you look a bit more devil-may-care this way.  But it's up to you.,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4869,162,Have you ever fixed one?  A nose.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4870,162,No.  But I've done several toes and how different are they really?,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4871,162,What the hell.  Give it a go.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4872,162,Episkey.,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4873,162,Well?  How do I look?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4874,162,Exceptionally ordinary.,Luna Lovegood,25,Human,Female,Ravenclaw,Hare,,,42,Hogwarts Express,Hogwarts
4875,162,Brilliant.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,42,Hogwarts Express,Hogwarts
4876,163,Don' you worry.  He'll be 'long soon 'nuff --,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,36,Great Hall,Hogwarts
4877,163,Will.  You.  Stop.  Eating!  Your best friend is missing!,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,36,Great Hall,Hogwarts
4878,163,"Oi!  Turn around, you lunatic.",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,36,Great Hall,Hogwarts
4879,163,He's covered in blood again.  Why is it he's always covered in blood?,Ginny Weasley,20,Human,Female,Gryffindor,Horse,,,36,Great Hall,Hogwarts
4880,163,Looks like his own this time.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,36,Great Hall,Hogwarts
4881,163,"Where've you been, Harry?  And what happened to your face?",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,36,Great Hall,Hogwarts
4882,163,Later.  What've I missed?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
4883,163,"Sorting Hat urged us all to be brave and strong in these troubled times -- easy for it to say -- it's a hat, isn't it?  First Years seemed to enjoy it, though. Wankers. Filch give you the wand outside?",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,36,Great Hall,Hogwarts
4884,163,Thanks...,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
4885,163,What's happened to his hand?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,36,Great Hall,Hogwarts
4886,163,"The very best of evenings to you! First off, please join me in welcoming the newest member of our staff, Horace Slughorn.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
4887,163,"Professor Slughorn, I'm happy to say, has agreed to resume his old post of Potions master.  Meanwhile the post of Defense Against the Dark Arts will be assumed by Professor Snape.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
4888,163,"Now, as you know, each and every one of you was searched upon your arrival tonight.  You have a right to know why.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
4889,163,"Once there was a young man who, like you, sat in this very Hall. Walked this castle's corridors. Slept beneath its roof.  He seemed, to all the world, a student like any other.  His name? Tom Riddle. The Hall goes utterly silent.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
4890,163,"Today, of course, the world knows him by another name.  Which is why, as I stand looking out upon you all tonight, I am reminded of a sobering fact.  Each day, every hour, this very minute perhaps, dark forces attempt to penetrate this castle.  But in the end, their greatest weapon remains... you.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
4891,163,"Just something to keep in mind. Now, off to bed.  Pip pip!",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,36,Great Hall,Hogwarts
4892,163,That was cheerful.,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,36,Great Hall,Hogwarts
4893,163,"History of Magic is up, ladies, not down.  Mr. Davies -- that's the girl's toilet...",Minerva McGonagall,7,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,36,Great Hall,Hogwarts
4894,163,Potter!,Minerva McGonagall,7,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,36,Great Hall,Hogwarts
4895,163,This can't be good.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
4896,163,"Enjoying ourself, are we?",Minerva McGonagall,7,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,36,Great Hall,Hogwarts
4897,163,"Well, you see, I've got an open period this morning, Professor --",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
4898,163,So I noticed.  I would think you'd want to fill it with Potions.  Or is it no longer your ambition to become an Auror?,Minerva McGonagall,7,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,36,Great Hall,Hogwarts
4899,163,It is.  Or was.  But I was told I had to get an Outstanding in my,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
4900,163,"And so you did when Professor Snape was teaching Potions. However, Professor Slughorn is perfectly happy to accept N.E.W.T. students with 'Exceeds Expectations.'",Minerva McGonagall,7,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,36,Great Hall,Hogwarts
4901,163,Really?  Well... brilliant.  I'll head there straight away.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,36,Great Hall,Hogwarts
4902,163,Good.  And take Weasley with you. He looks far too happy over there.,Minerva McGonagall,7,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,36,Great Hall,Hogwarts
4903,163,But I don't want to take Potions!,Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,36,Great Hall,Hogwarts
4904,164,Harry m'boy!  I was beginning to worry!  And I see we've brought someone with us...,Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4905,164,"Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --",Ron Weasley,2,Human,Male,Gryffindor,Jack Russell Terrier,,,49,Potions Classroom,Hogwarts
4906,164,"Nonsense, we'll sort you out.  Any friend of Harry's is a friend of mine.  Right then, books out --",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4907,164,"Um, sorry, sir, but I haven't got my book yet -- nor's Ron.  You see --",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,49,Potions Classroom,Hogwarts
4908,164,Not to worry.  You can get what you need from the cupboard.,Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4909,164,"Now, as I was saying, I've prepared a few concoctions this morning.  Any ideas what these might be?  Yes, Miss...?",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4910,164,"Granger, sir.  That one there is Veritaserum.  And that would be Polyjuice Potion.  And that is Amortentia! The most powerful love potion in the world.",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,49,Potions Classroom,Hogwarts
4911,164,"It's rumored to smell differently to each person, according to what attracts them.  For example, I smell freshly mown grass and new parchment and spearmint toothpaste --",Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,49,Potions Classroom,Hogwarts
4912,164,One of my best friends is Muggle- born.  She's the best in our year...,Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4913,164,"Now Amortentia doesn't create actual love, of course.  That's impossible.  But it does cause a powerful infatuation or obsession. For that reason, it is probably the most dangerous potion in this room.",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4914,164,"Sir, you haven't told us what's in that one.",Katie Bell,94,Human,Female,Gryffindor,,,,49,Potions Classroom,Hogwarts
4915,164,Ah yes...,Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4916,164,"What you see before you, ladies and gentlemen, is a curious little potion known as Felix Felicis. But it is more commonly referred to as --",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4917,164,Liquid luck.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,49,Potions Classroom,Hogwarts
4918,164,"Yes, Miss Granger.  Desperately tricky to make.  Disastrous should you get it wrong.  But brewed correctly, as this has been, it has remarkable powers.  One sip and you will find that all your endeavors succeed... at least until the effects wear off.",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4919,164,But then why don't people drink it all the time?,Katie Bell,94,Human,Female,Gryffindor,,,,49,Potions Classroom,Hogwarts
4920,164,"Because taken in excess it causes giddiness, recklessness and dangerous overconfidence.",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4921,164,"Have you ever taken it, sir?",Blaise Zabini,105,Human,Male,Slytherin,,,,49,Potions Classroom,Hogwarts
4922,164,Twice.  Once when I was twenty- four.  Once when I was fifty- seven.  Two tablespoons taken at breakfast.  Two perfect days...,Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4923,164,"So.  This is what I offer each of you today.  One tiny vial of liquid luck... to the student who, in the hour that remains, manages to brew an acceptable Draught of Living Death, the recipe for which can be found on page ten of your textbook.",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4924,164,"You should know that in all the years of my previous tenure at Hogwarts, not once did a student brew a potion of sufficient quality to claim this prize.  In any event -- good luck.",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4925,164,How did you do that?,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,49,Potions Classroom,Hogwarts
4926,164,Crush it.  Don't cut it.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,49,Potions Classroom,Hogwarts
4927,164,No.  The instructions specifically say to cut.,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,49,Potions Classroom,Hogwarts
4928,164,No.  Really --,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,49,Potions Classroom,Hogwarts
4929,164,Sh!,Hermione Granger,3,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,49,Potions Classroom,Hogwarts
4930,164,"Merlin's Beard!  But it's perfect. So perfect I daresay one sip would kill us all!  Your mother was a dab hand at potions, but this... My, my, what can't you do, m'boy? Perhaps you will save us all in the end...",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4931,164,"Here you are then, as promised. One bottle of Felix Felicis.  Use it well.",Horace Slughorn,8,Human,Male,Slytherin,,Cedar,Dragon Heartstring,49,Potions Classroom,Hogwarts
4932,165,"Good evening, Harry.  You got my message, I see.  Come, come.  Sit.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,41,Headmaster's Office,Hogwarts
4933,165,So.  How are you?,Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,41,Headmaster's Office,Hogwarts
4934,165,"Fine, sir.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,41,Headmaster's Office,Hogwarts
4935,165,"Enjoying your classes?  Professor Slughorn, for one, is most impressed with you.",Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,41,Headmaster's Office,Hogwarts
4936,165,"I think he overestimates my abilities, sir.",Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,41,Headmaster's Office,Hogwarts
4937,165,Do you?,Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,41,Headmaster's Office,Hogwarts
4938,165,Definitely.,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,41,Headmaster's Office,Hogwarts
4939,165,And what of your activities outside the classroom?  Do they bring you satisfaction?,Albus Dumbledore,4,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair,41,Headmaster's Office,Hogwarts
4940,165,Sir?,Harry Potter,1,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,41,Headmaster's Office,Hogwarts
